date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-10-01 00:00:00,12.2,10.1,15.9,3.3,,,12.4,33.3,997.6,
2020-10-02 00:00:00,12.2,9.8,13.5,3.6,,,19.5,68,988.2,
2020-10-03 00:00:00,13.5,10.6,15.2,30,,,15.1,35.2,986.2,
2020-10-04 00:00:00,9.8,8.8,11.1,30.5,,,19.5,48,982.4,
2020-10-05 00:00:00,12.8,9.3,17.6,5.1,,,20,48,994.6,
2020-10-06 00:00:00,13.1,10.8,17.3,3.3,,,20,55,998,
2020-10-07 00:00:00,12.4,8.2,16.8,0,,,17.4,46,1012.2,
2020-10-08 00:00:00,14.7,9.9,17.9,3.6,,,18.7,54,1011.7,
2020-10-09 00:00:00,9.6,6.5,14.1,0.5,,,5,33.3,1018.8,
2020-10-10 00:00:00,9.4,4.8,13.4,1.8,,,0,37,1022.5,
2020-10-11 00:00:00,10.7,8.4,14.1,0,,,0,24.1,1025.1,
2020-10-12 00:00:00,9.7,6.2,13,0,,,0,24.1,1019.9,
2020-10-13 00:00:00,9.3,6.2,11.7,3.8,,,3.9,29.6,1010.6,
2020-10-14 00:00:00,10.6,8,14.4,2.3,,,12.8,31.5,1020.2,
2020-10-15 00:00:00,9.6,7.7,12.6,1.8,,,12.2,29.6,1024.5,
2020-10-16 00:00:00,10,7.3,13.1,1,,,7.8,24.1,1024.8,
2020-10-17 00:00:00,10.4,9.2,12.4,0,,,6.2,14.8,1022.8,
2020-10-18 00:00:00,9.7,6.5,12.7,0,,,4.5,14.8,1023.8,
2020-10-19 00:00:00,11.7,7.5,15.9,0,,,14.5,35.2,1015.6,
2020-10-20 00:00:00,14.9,12,18.6,1.5,,,18.3,52,1001.6,
2020-10-21 00:00:00,14.4,13.5,15.7,4.3,,,12.3,46,996.7,
2020-10-22 00:00:00,13.1,11.4,16.7,13.5,,,15.7,37,1007.7,
2020-10-23 00:00:00,12.2,8.7,15.6,0,,,14.5,35.2,1008.4,
2020-10-24 00:00:00,12.3,7.9,16.2,0,,,20.4,67,1002.5,
2020-10-25 00:00:00,9.6,7.3,12.6,20.8,,,13.8,38.9,996.4,
2020-10-26 00:00:00,9.4,6.4,13,0.8,,,14.7,37,997.9,
2020-10-27 00:00:00,9.7,4.9,13.6,0.5,,,15.5,52,998.4,
2020-10-28 00:00:00,9.8,7.9,13.4,1.3,,,19.7,72,1002.5,
2020-10-29 00:00:00,11.9,7.5,14.8,1.8,,,20.4,52,1011.9,
2020-10-30 00:00:00,15.1,14.2,16.1,3.3,,,19.3,46.3,1016.1,
2020-10-31 00:00:00,13.1,10.3,15.1,0.3,,,20.8,61,1011.6,
2020-11-01 00:00:00,14.5,10.2,17.2,7.1,,,22.3,59.3,1003.3,
2020-11-02 00:00:00,13.9,7.4,17.1,0.5,,,29.8,78,1005.1,
2020-11-03 00:00:00,7.9,4,10.5,3.3,,,17.9,48,1018.9,
2020-11-04 00:00:00,5.9,1,11.3,2.3,,,3.8,16.7,1033.5,
2020-11-05 00:00:00,4.8,1.8,10.6,0,,,2.9,13,1038.6,
2020-11-06 00:00:00,6.3,1.5,11.4,0.3,,,9.3,29.6,1029.1,
2020-11-07 00:00:00,9.3,4.3,15,0.3,,,4.6,22.2,1020.2,
2020-11-08 00:00:00,11.9,8.6,14.1,0.3,,,0,16.7,1018.2,
2020-11-09 00:00:00,12.9,9.9,16,2,,,1.8,24.1,1019.3,
2020-11-10 00:00:00,12,8.7,15.4,6.9,,,4.6,20.4,1023.1,
2020-11-11 00:00:00,11.3,6.1,13.2,0,,,16.1,54,1017.3,
2020-11-12 00:00:00,10.7,9.2,13.1,6.6,,,18.7,48,1013.4,
2020-11-13 00:00:00,10.7,9.4,12.6,0,,,13.9,31.5,1012,
2020-11-14 00:00:00,12.4,8.4,13.9,1.5,,,15.2,61,1007,
2020-11-15 00:00:00,10.8,7.4,13.5,17,,,21.2,68,996.3,
2020-11-16 00:00:00,10.8,7.3,13,6.4,,,11.5,50,1012.4,
2020-11-17 00:00:00,12.8,10.7,14.5,0.8,,,11.1,38.9,1020.5,
2020-11-18 00:00:00,11.9,8.2,15.9,0,,,20,57,1016.5,
2020-11-19 00:00:00,7.8,3.5,9.9,0.5,,,18,52,1026.2,
2020-11-20 00:00:00,6.2,0.8,10.9,0.3,,,9.4,33.3,1033.1,
2020-11-21 00:00:00,11.1,9.5,12.3,1,,,23.6,50,1026.7,
2020-11-22 00:00:00,9.2,6.5,11.3,0.3,,,8.4,29.6,1026.6,
2020-11-23 00:00:00,6.3,2,9.9,0.3,,,7.1,25.9,1027,
2020-11-24 00:00:00,10.3,7.9,11.9,0,,,13.6,33.3,1017.1,
2020-11-25 00:00:00,9.8,4.9,12.9,,,,11,25.9,1013.1,
2020-11-26 00:00:00,6.1,2.6,8.7,0,,,3.8,14.8,1021.1,
2020-11-27 00:00:00,3,-1.3,6.4,0,,,5.5,22.2,1019.2,
2020-11-28 00:00:00,8.7,5.1,10,0.3,,,8.5,22.2,1018.5,
2020-11-29 00:00:00,7.8,6.3,9.1,0,,,6.6,18.5,1025.9,
2020-11-30 00:00:00,7,4.4,10.2,0,,,14.7,54,1024.2,
2020-12-01 00:00:00,5.1,3,7.8,0,,,9.5,25.9,1025.5,
2020-12-02 00:00:00,4.8,2.1,6.8,0,,,7.2,22.2,1018,
2020-12-03 00:00:00,4.8,3,7.1,0.5,,,9.9,27.8,989.9,
2020-12-04 00:00:00,4.1,3,5.5,15,,,18,37,977.3,
2020-12-05 00:00:00,5,3,7.8,0,,,15,33.3,991.1,
2020-12-06 00:00:00,2.6,0.9,4.9,0,,,6.1,22.2,1001.7,
2020-12-07 00:00:00,1.1,-0.3,2.2,0.3,,,4.8,16.7,999.3,
2020-12-08 00:00:00,1.7,-0.6,4.2,3.3,,,3.8,22.2,1003.4,
2020-12-09 00:00:00,5.3,2.3,6.5,1.8,,,12.9,29.6,1005.8,
2020-12-10 00:00:00,6.9,4.4,7.4,0,,,16,29.6,999.1,
2020-12-11 00:00:00,8.8,6.8,10.9,8.6,,,8.7,25.9,987,
2020-12-12 00:00:00,7.3,2.7,9.8,0,,,12.3,29.6,999.2,
2020-12-13 00:00:00,6.9,0.4,11.6,0,,,13.9,38.9,1002.3,
2020-12-14 00:00:00,10.4,8.5,12.6,5.8,,,18.5,59,999.1,
2020-12-15 00:00:00,8.6,5.5,11.4,1.8,,,12.6,31.5,1005.6,
2020-12-16 00:00:00,8.7,6.6,10.4,1,,,17,40.8,1007.2,
2020-12-17 00:00:00,8.8,5.9,11.4,3.3,,,15.2,35.2,1013.8,
2020-12-18 00:00:00,11.2,8.9,11.9,0,,,23.9,52,1010.5,
2020-12-19 00:00:00,10.1,7.4,12.2,2,,,21,48,1005,
2020-12-20 00:00:00,7.6,6,10.3,8.9,,,16.7,37,1012.5,
2020-12-21 00:00:00,10.9,5.1,13.8,0.5,,,19,48,1006.6,
2020-12-22 00:00:00,11.4,10,13.7,3,,,12.8,65,1010.4,
2020-12-23 00:00:00,10.7,8,13.3,0.5,,,12.5,46,1004.9,
2020-12-24 00:00:00,4.8,2.5,7.1,2.3,,,18.3,55,1020.9,
2020-12-25 00:00:00,1.8,0.1,4.3,0,,,11.4,27.8,1031,
2020-12-26 00:00:00,6.4,-0.2,10.5,0,,,22.8,68,1016.1,
2020-12-27 00:00:00,6,0.5,9.8,11.7,,,24.2,87,977.5,
2020-12-28 00:00:00,1.4,-1.3,3.4,2.3,,,8.5,24.1,974.6,
2020-12-29 00:00:00,2.5,1,4.3,0.3,,,9.1,18.5,990.1,
2020-12-30 00:00:00,1.7,-1.1,5.3,0,,,9.7,22.2,1002.4,
2020-12-31 00:00:00,-0.2,-3.2,1.4,0,,,6.6,16.7,1005.7,
2021-01-01 00:00:00,1.3,-1,4.4,0,,,7.6,18.5,1011.7,
2021-01-02 00:00:00,3.3,0.9,4.8,0.5,,,7.9,18.5,1016,
2021-01-03 00:00:00,3.4,0.7,5.8,0,,,11.2,25.9,1017.6,
2021-01-04 00:00:00,3.8,2.6,5.4,0.3,,,19.1,54,1019.5,
2021-01-05 00:00:00,3.2,1.9,4.6,0,,,16.2,31.5,1020.1,
2021-01-06 00:00:00,3.2,0.1,5.6,0.5,,,11.3,27.8,1019.5,
2021-01-07 00:00:00,-0.1,-1.7,2.1,0,,,10.6,20.4,1018.6,
2021-01-08 00:00:00,0.3,-1.7,2.6,0,,,6,18.5,1018.6,
2021-01-09 00:00:00,0.1,-2.1,2.6,0,,,6.6,16.7,1026.4,
2021-01-10 00:00:00,0.8,-2.1,3.5,0,,,11,24.1,1026.1,
2021-01-11 00:00:00,6.6,2.9,8.8,0,,,23.5,57,1017.8,
2021-01-12 00:00:00,6.7,2.5,9.4,5.1,,,14.5,46,1014.2,
2021-01-13 00:00:00,6.2,0.4,9.8,1,,,10.4,27.8,1018.4,
2021-01-14 00:00:00,5.9,2.6,9.5,7.1,,,11.5,29.6,1016.7,
2021-01-15 00:00:00,1.1,-0.8,3.6,9.1,,,6.8,20.4,1029.8,
2021-01-16 00:00:00,4.8,-0.8,8.3,0.5,,,14.8,37,1020,
2021-01-17 00:00:00,5.2,2.2,8.1,5.3,,,12.9,27.8,1023.6,
2021-01-18 00:00:00,4.9,0.7,8.2,0,,,13.6,48,1021.3,
2021-01-19 00:00:00,10.3,6.7,12.1,2,,,30.4,65,1004.1,
2021-01-20 00:00:00,9.8,8.9,10.6,0.5,,,30.8,61,987.4,
2021-01-21 00:00:00,6,2.6,8.3,6.4,,,24.4,65,984.7,
2021-01-22 00:00:00,3.7,-0.3,7.8,0,,,11.8,27.8,992.2,
2021-01-23 00:00:00,1.5,-1,4.5,1.3,,,8.6,24.1,995.7,
2021-01-24 00:00:00,-0.2,-3.5,1.4,0,2,,9.3,24.1,997.1,
2021-01-25 00:00:00,0.9,-1.9,5,2.5,2,,12.5,27.8,1009.7,
2021-01-26 00:00:00,2.1,-3,6.2,0.3,1,,9.4,29.6,1015.8,
2021-01-27 00:00:00,8.4,4.8,9.9,2,,,9.4,22.2,1011.1,
2021-01-28 00:00:00,10.7,8.4,12.6,20.3,,,18.3,48,1001.6,
2021-01-29 00:00:00,9.4,8,11.1,5.3,,,20,52,998.4,
2021-01-30 00:00:00,5.1,3.1,7.4,10.7,,,18.9,55,997.8,
2021-01-31 00:00:00,2.5,0.3,4,9.7,,,13.6,33.3,997.9,
2021-02-01 00:00:00,3.5,2.5,4.2,1.5,,,8.3,25.9,997,
2021-02-02 00:00:00,9.3,3.4,12.8,4.3,,,18.7,46,994.6,
2021-02-03 00:00:00,8.2,5.2,10.3,1.3,,,14.3,33.3,996.6,
2021-02-04 00:00:00,6.3,1.6,9.1,0.3,,,10.8,27.8,1008.2,
2021-02-05 00:00:00,7.4,4.7,10.7,6.4,,,10.9,24.1,1008.1,
2021-02-06 00:00:00,5.9,3.3,8.3,1.8,,,8.9,33.3,1006.8,
2021-02-07 00:00:00,1.8,-0.5,3.7,5.8,,,21.7,59,1004.6,
2021-02-08 00:00:00,-1.3,-1.8,-0.6,0,,,19.9,55,1003.9,
2021-02-09 00:00:00,-0.5,-1.5,0.1,0,,,16.3,33.3,1007,
2021-02-10 00:00:00,-0.5,-2.6,2.3,0,,,13.2,29.6,1015.8,
2021-02-11 00:00:00,-1.2,-3.5,1,,,,16.6,37,1026.9,
2021-02-12 00:00:00,-0.5,-2.2,1.9,,,,25.4,54,1030.2,
2021-02-13 00:00:00,0.6,-4.1,1.7,,,,23.3,46,1032.3,
2021-02-14 00:00:00,2.6,0.2,4.3,0,,,22.4,50,1025.6,
2021-02-15 00:00:00,8.7,3.1,12.4,2.3,,,15.5,33.3,1018.1,
2021-02-16 00:00:00,9.2,7.3,11.2,1,,,17.2,35.2,1009.9,
2021-02-17 00:00:00,9.6,7.2,10.9,2.5,,,22,46,1009.7,
2021-02-18 00:00:00,8.2,5.2,10.6,3.3,,,22.1,52,1003.8,
2021-02-19 00:00:00,6.8,4.1,11.9,1.5,,,21.4,48,1007.9,
2021-02-20 00:00:00,13.6,10.7,14,0,,,20.6,44.5,1003.1,
2021-02-21 00:00:00,11.3,9.1,13.7,,,,11.4,29.6,1008.1,
2021-02-22 00:00:00,8.9,7.6,10,0.5,,,5.8,18.5,1014.7,
2021-02-23 00:00:00,9.9,4.6,14.1,0,,,19.6,50,1022.9,
2021-02-24 00:00:00,13,11,15.3,0,,,19.7,48,1022.3,
2021-02-25 00:00:00,9.9,6.6,12.4,0,,,12.9,46,1026.8,
2021-02-26 00:00:00,6.4,1.2,12,0,,,4.9,20.4,1037.3,
2021-02-27 00:00:00,6.3,0.3,12.7,0,,,5.3,16.7,1040.9,
2021-02-28 00:00:00,5.6,2.9,9.4,0.3,,,10,27.8,1037.2,
2021-03-01 00:00:00,5.9,3.9,10.1,0,,,12.3,29.6,1032,
2021-03-02 00:00:00,5.2,3.7,8.6,0,,,9.3,20.4,1030,
2021-03-03 00:00:00,5.8,3.3,8.5,0,,,7.2,16.7,1027.6,
2021-03-04 00:00:00,5.1,3.9,6.5,7.9,,,10.7,25.9,1025.1,
2021-03-05 00:00:00,4.2,1.3,5.9,0,,,13.8,83,1031.9,
2021-03-06 00:00:00,3.8,0.3,6.5,0,,,8.4,20.4,1033.8,
2021-03-07 00:00:00,3.5,0.3,7,0,,,5.1,18.5,1027.7,
2021-03-08 00:00:00,4.7,-1,10.5,0,,,5.8,18.5,1023.8,
2021-03-09 00:00:00,6.8,1,13.2,0,,,14.2,35.2,1020.1,
2021-03-10 00:00:00,7.8,5.7,10.9,,,,26.7,57,1007.4,
2021-03-11 00:00:00,9.2,5.1,12.3,2.3,,,36.9,81,996.3,
2021-03-12 00:00:00,7.2,4.5,11.1,2,,,27.1,67,1002.1,
2021-03-13 00:00:00,6.9,3.7,11.2,6.1,,,30.7,93,995.9,
2021-03-14 00:00:00,7.5,3.6,10.2,0.8,,,21.8,50,1013,
2021-03-15 00:00:00,9.5,7.1,12.2,0.3,,,15.9,33.3,1020.6,
2021-03-16 00:00:00,10.1,6.9,14.2,0,,,14,29.6,1027.6,
2021-03-17 00:00:00,7.4,4.3,10,0,,,10,22.2,1033.3,
2021-03-18 00:00:00,7.5,3.3,10.4,0.8,,,10,24.1,1028.9,
2021-03-19 00:00:00,8.1,4.6,11.5,0.8,,,13.1,27.8,1028.2,
2021-03-20 00:00:00,7.4,2.9,10.8,0,,,7.1,18.5,1031.2,
2021-03-21 00:00:00,8.7,5.7,11.7,0,,,9.3,24.1,1028.8,
2021-03-22 00:00:00,8.6,3.8,14,0,,,7.3,22.2,1026.5,
2021-03-23 00:00:00,7.4,1.8,13.3,0,,,11.5,33.3,1024.2,
2021-03-24 00:00:00,8.4,2.2,12.9,0,,,11.3,29.6,1020.9,
2021-03-25 00:00:00,8.5,2.8,13.1,0,,,15.1,46,1018.4,
2021-03-26 00:00:00,8.8,4.8,12.2,0,,,21.4,59,1010.8,
2021-03-27 00:00:00,7.4,2.4,11.2,3,,,24.4,67,1020.6,
2021-03-28 00:00:00,10.6,8.1,12.7,0,,,28,55,1022.8,
2021-03-29 00:00:00,12.6,7.8,19.6,0,,,20.6,40.8,1026.6,
2021-03-30 00:00:00,13.6,3,23.4,0,,,5.8,22.2,1027.6,
2021-03-31 00:00:00,14.4,7.4,19.7,0,,,4.6,22.2,1020.6,
2021-04-01 00:00:00,10.5,6.4,14.7,0,,,16,35.2,1024.3,
2021-04-02 00:00:00,7.1,5.4,10.5,0,,,17.7,33.3,1030.3,
2021-04-03 00:00:00,7.1,5.7,9.3,0,,,15.2,29.6,1032.2,
2021-04-04 00:00:00,8.3,2,15.2,0,,,11.4,29.6,1026.1,
2021-04-05 00:00:00,6,3.1,8.6,,,,16.6,80,1018.4,
2021-04-06 00:00:00,2.7,0.1,7.6,0,,,15.2,35.2,1020.8,
2021-04-07 00:00:00,2.9,-2.4,6.4,0,,,12.2,29.6,1023.8,
2021-04-08 00:00:00,7.4,2,12,0,,,14.9,37,1021.7,
2021-04-09 00:00:00,8.7,4.8,13.6,0,,,12.5,27.8,1013.6,
2021-04-10 00:00:00,6.7,5.1,8.4,0,,,12.5,27.8,1013.2,
2021-04-11 00:00:00,4.3,1,9.2,0,,,10.5,25.9,1019.2,
2021-04-12 00:00:00,4.7,-1.4,9.7,0.3,,,6.8,20.4,1028.6,
2021-04-13 00:00:00,6.1,-0.8,11.6,1.5,,,4,18.5,1032.6,
2021-04-14 00:00:00,7,2.5,12.4,0,,,8.5,25.9,1032.7,
2021-04-15 00:00:00,6.1,1,10.6,0,,,8,25.9,1033.2,
2021-04-16 00:00:00,6.1,0.7,12.1,0,,,7.7,20.4,1031.2,
2021-04-17 00:00:00,7.4,-0.1,13.6,0,,,7.7,20.4,1029.1,
2021-04-18 00:00:00,9.1,1.1,15.5,0,,,5.6,16.7,1025.1,
2021-04-19 00:00:00,10.6,2.9,17.1,0,,,7.1,20.4,1021.4,
2021-04-20 00:00:00,11.1,4.4,17.3,0,,,7.1,16.7,1018,
2021-04-21 00:00:00,10,6.9,14,0,,,11.7,35.2,1021,
2021-04-22 00:00:00,8,2.4,14.2,0,,,15.1,33.3,1027.1,
2021-04-23 00:00:00,9.4,2.3,17.2,0,,,12.3,37,1028.5,
2021-04-24 00:00:00,10.3,3.7,16.5,0,,,14,38.9,1027.5,
2021-04-25 00:00:00,8.8,4.6,14,0,,,17.4,46,1028.1,
2021-04-26 00:00:00,7.8,4.4,13.6,0,,,13.5,31.5,1021.7,
2021-04-27 00:00:00,9.4,1.6,15.9,0,,,5.9,20.4,1010.5,
2021-04-28 00:00:00,8.3,6.2,12.4,0,,,11.6,48,1006.4,
2021-04-29 00:00:00,7.7,3.6,10.6,5.6,,,10.1,27.8,1011.3,
2021-04-30 00:00:00,7.7,4,12.5,0,,,7.6,18.5,1015.1,
2021-05-01 00:00:00,7.9,3,12.7,0,,,8,20.4,1016.4,
2021-05-02 00:00:00,9.1,4.9,13.9,0,,,8,25.9,1020.3,
2021-05-03 00:00:00,9.6,5.7,14,0.3,,,27.4,68.5,1013.1,
2021-05-04 00:00:00,9.9,7.1,15.1,7.6,,,32.7,64.8,999.8,
2021-05-05 00:00:00,6.9,3,13.6,0.3,,,13.4,33.3,1008.7,
2021-05-06 00:00:00,7.2,1.6,12.2,4.3,,,8.7,27.8,1007.3,
2021-05-07 00:00:00,9.1,4.3,13.7,0,,,11.1,27.8,1015.2,
2021-05-08 00:00:00,12.3,6.5,16,5.3,,,19.5,51.8,1005.8,
2021-05-09 00:00:00,15.7,12.8,20.3,4.3,,,17.7,38.9,997.3,
2021-05-10 00:00:00,12.4,10.2,17.1,1.3,,,18.3,50,1000.1,
2021-05-11 00:00:00,11.9,5.5,17.2,1.3,,,13.5,37,1007,
2021-05-12 00:00:00,12.5,8.9,16.7,0,,,14.4,29.6,1008.5,
2021-05-13 00:00:00,11,9.2,14.5,0.8,,,11.3,29.6,1006,
2021-05-14 00:00:00,10.4,8.2,13.3,3.3,,,8.8,22.2,1009.1,
2021-05-15 00:00:00,10.9,8.5,14.7,1.3,,,10.6,24.1,1001.2,
2021-05-16 00:00:00,10.8,7.5,14.2,3.3,,,10.8,31.5,998,
2021-05-17 00:00:00,11.5,9.7,16.3,12.7,,,11.3,29.6,1004.7,
2021-05-18 00:00:00,10.9,5.5,17.1,5.1,,,7.2,46,1013.2,
2021-05-19 00:00:00,12,8.6,18.3,3.3,,,10.5,27.8,1017.5,
2021-05-20 00:00:00,11.1,6.5,14.1,0.5,,,17.6,72,1013.3,
2021-05-21 00:00:00,11.3,10.2,13.3,0.8,,,34.3,72,996.9,
2021-05-22 00:00:00,10.6,7.7,14.1,3.6,,,13.8,42.6,1002.8,
2021-05-23 00:00:00,9.6,4,13.2,2.3,,,17.5,54,1008.2,
2021-05-24 00:00:00,9.7,6.8,12.4,15.5,,,14.7,52,1003.1,
2021-05-25 00:00:00,10.7,6.1,14.9,6.1,,,14,52,1013.5,
2021-05-26 00:00:00,11.4,5.3,16.1,0.3,,,11.4,27.8,1014.7,
2021-05-27 00:00:00,14.7,7.4,21.1,0,,,4.9,20.4,1020,
2021-05-28 00:00:00,14.9,10.4,19.4,0,,,5.1,18.5,1023.2,
2021-05-29 00:00:00,15.3,11.5,21.6,1.3,,,8.9,27.8,1026.5,
2021-05-30 00:00:00,13,8.6,21.1,0,,,10.2,27.8,1027.6,
2021-05-31 00:00:00,15.8,9,24.1,0,,,9.8,31.5,1021.6,
2021-06-01 00:00:00,18.6,10.8,25.7,0,,,13.4,37,1015.2,
2021-06-02 00:00:00,20.5,12.9,27,0,,,10.8,29.6,1012.6,
2021-06-03 00:00:00,18.9,17,23.6,0,,,11,27.8,1018.2,
2021-06-04 00:00:00,14.7,12.6,16.3,0,,,6.5,18.5,1022.8,
2021-06-05 00:00:00,17.1,9.8,23,7.4,,,7.2,24.1,1024.3,
2021-06-06 00:00:00,17.4,13.3,23.1,0,,,6.7,22.2,1024.5,
2021-06-07 00:00:00,17.9,13.7,22.6,0.3,,,9.5,27.8,1023.9,
2021-06-08 00:00:00,18.6,11.5,23.8,0,,,8.6,25.9,1023.2,
2021-06-09 00:00:00,19.2,11.4,25.6,0,,,10.5,35.2,1021.7,
2021-06-10 00:00:00,19.3,15.6,23,0,,,11.9,35.2,1020.9,
2021-06-11 00:00:00,19.8,16.4,24.5,0,,,15.5,37,1019.8,
2021-06-12 00:00:00,19.3,13.3,24.1,0,,,10.4,25.9,1023.3,
2021-06-13 00:00:00,21.6,14.5,27.8,0,,,7.7,27.8,1026,
2021-06-14 00:00:00,22,15.4,27.7,0,,,8.8,25.9,1020.9,
2021-06-15 00:00:00,20.1,14.8,25.9,0,,,9.4,25.9,1020.6,
2021-06-16 00:00:00,21.6,14.8,27.8,0,,,10.8,31.5,1012.3,
2021-06-17 00:00:00,19.2,16.9,20.9,4.3,,,8.2,22.2,1010.5,
2021-06-18 00:00:00,14.3,12.4,16.7,7.9,,,12,29.6,1013.2,
2021-06-19 00:00:00,13.8,11.9,15.9,27.4,,,9.4,27.8,1014.1,
2021-06-20 00:00:00,14.7,12.9,18.4,0.3,,,10.9,27.8,1008.9,
2021-06-21 00:00:00,13,11.9,14.3,0.3,,,16.7,31.5,1012.5,
2021-06-22 00:00:00,14,11.3,17,4.3,,,13.9,31.5,1020.3,
2021-06-23 00:00:00,15.3,8,21.7,0,,,7.2,20.4,1023.4,
2021-06-24 00:00:00,16.3,9.5,19.7,0,,,8.7,25.9,1021.6,
2021-06-25 00:00:00,17.5,13.6,22.2,0.3,,,12.1,25.9,1016.3,
2021-06-26 00:00:00,17.9,13.9,23.6,0,,,11.5,27.8,1017.3,
2021-06-27 00:00:00,17.4,15.5,20.3,0,,,10.9,31.5,1015.6,
2021-06-28 00:00:00,16.9,15.1,19.9,33.3,,,9.6,24.1,1014.4,
2021-06-29 00:00:00,15.9,14.1,18.9,0.5,,,9.6,22.2,1015.3,
2021-06-30 00:00:00,15.3,13.5,18,2.8,,,7,20.4,1017.4,
2021-07-01 00:00:00,17.4,12.5,21.6,0,,,5.5,18.5,1017.7,
2021-07-02 00:00:00,18.8,15.3,23.5,0,,,8.3,24.1,1016,
2021-07-03 00:00:00,18.1,16.4,21.5,0.5,,,11.6,33.3,1011.9,
2021-07-04 00:00:00,16.9,14.7,20.7,0.3,,,15.7,37,1007.6,
2021-07-05 00:00:00,16.2,13.7,21.4,6.1,,,12.9,37,1004.8,
2021-07-06 00:00:00,15.2,13.1,18.6,13.7,,,20.1,72,999.5,
2021-07-07 00:00:00,16.7,13.1,20.8,3,,,15.9,35.2,1011.2,
2021-07-08 00:00:00,17.2,14.5,20.1,0,,,10.2,27.8,1019.3,
2021-07-09 00:00:00,18.5,15.2,24,1.3,,,9.5,27.8,1020.6,
2021-07-10 00:00:00,15.7,13.6,19.4,0,,,6,22.2,1016.7,
2021-07-11 00:00:00,16.4,11.6,20.7,0.5,,,8.9,25.9,1015.3,
2021-07-12 00:00:00,16.9,14,21.7,2.5,,,5.9,20.4,1011.2,
2021-07-13 00:00:00,18.6,14.9,22.1,5.8,,,7.1,24.1,1014.6,
2021-07-14 00:00:00,19.8,14.9,24.7,0,,,9.7,27.8,1017.9,
2021-07-15 00:00:00,18.3,14.2,21.7,0,,,8.2,25.9,1022.3,
2021-07-16 00:00:00,19.6,11.3,26.4,0,,,8.8,25.9,1026.6,
2021-07-17 00:00:00,21.9,15.6,28,0,,,7.1,20.4,1028,
2021-07-18 00:00:00,24.4,15.9,30.8,0,,,5.6,20.4,1024.8,
2021-07-19 00:00:00,24.4,18.1,31.1,0,,,6.6,20.4,1020.7,
2021-07-20 00:00:00,23.7,17.6,32,0,,,8.9,24.1,1019.6,
2021-07-21 00:00:00,23.9,17.7,30.1,0,,,6.6,22.2,1021.9,
2021-07-22 00:00:00,22.8,17.9,29,0,,,8.2,24.1,1022.5,
2021-07-23 00:00:00,19.3,15.7,24.7,0,,,11.5,35.2,1017.1,
2021-07-24 00:00:00,18.3,16,23.1,0,,,11.8,29.6,1008.6,
2021-07-25 00:00:00,18.6,16.8,20.9,0.3,,,7.3,20.4,1007.6,
2021-07-26 00:00:00,19.8,15.3,25.6,7.1,,,6.8,25.9,1009.7,
2021-07-27 00:00:00,18.7,17,21.3,0,,,11.9,25.9,1008.3,
2021-07-28 00:00:00,16.7,13.9,19.9,1.5,,,18.8,44.5,1006.9,
2021-07-29 00:00:00,17.1,12,23.2,10.7,,,20.9,48,1009.6,
2021-07-30 00:00:00,16.1,14.3,19.1,1.5,,,19.4,68,1003.2,
2021-07-31 00:00:00,16.2,12.9,19.4,1.8,,,9.7,29.6,1009.1,
2021-08-01 00:00:00,16.9,14.7,21.8,4.6,,,6.8,22.2,1011.2,
2021-08-02 00:00:00,15.9,12.7,20.7,0,,,7,22.2,1014.9,
2021-08-03 00:00:00,16.2,10.6,22.7,0,,,7.9,24.1,1013.1,
2021-08-04 00:00:00,17.5,11.7,23.2,0,,,7.8,22.2,1012.8,
2021-08-05 00:00:00,16.7,12.7,20,0,,,16.6,42.6,1005.2,
2021-08-06 00:00:00,17.3,14.5,22.7,2.3,,,15.2,52,998.4,
2021-08-07 00:00:00,16.2,13.5,20.6,3.8,,,16.1,52,997.8,
2021-08-08 00:00:00,16.1,13.5,19.7,11.7,,,19.4,46,1005.2,
2021-08-09 00:00:00,16.1,12.7,22,7.6,,,14.3,37,1011.5,
2021-08-10 00:00:00,17.7,12.3,23.9,12.7,,,10.7,29.6,1015.3,
2021-08-11 00:00:00,18.1,12.9,24.5,0,,,12,33.3,1018,
2021-08-12 00:00:00,18.1,15.9,22.1,0,,,12.5,35.2,1018.2,
2021-08-13 00:00:00,17.6,13.6,21.6,0.3,,,15.8,38.9,1020.8,
2021-08-14 00:00:00,18.9,14.2,24.5,0,,,13.3,31.5,1019.9,
2021-08-15 00:00:00,18.3,14.1,23.8,0,,,13.8,38.9,1013.6,
2021-08-16 00:00:00,15.9,13.4,18.7,0,,,14.4,31.5,1016.9,
2021-08-17 00:00:00,15.8,11.4,18.5,0,,,14.6,31.5,1019.8,
2021-08-18 00:00:00,18.3,15.3,23.5,0.5,,,14.9,37,1016.9,
2021-08-19 00:00:00,17.2,13.7,20.8,0,,,11.7,29.6,1014.3,
2021-08-20 00:00:00,17.5,13.5,20.9,0.5,,,11,24.1,1016,
2021-08-21 00:00:00,17.6,15.6,20.6,0,,,7.9,27.8,1015.5,
2021-08-22 00:00:00,18.4,15.4,22.6,2.3,,,11,27.8,1018.6,
2021-08-23 00:00:00,17.5,15.3,21,0.5,,,8.6,24.1,1027.5,
2021-08-24 00:00:00,17.4,12.4,22.9,0,,,11,27.8,1029.4,
2021-08-25 00:00:00,17.2,13.4,21.7,0,,,9.7,24.1,1025.8,
