t,date,layoff_share,joblosers_share,cpi_infl,log_claims,claims,credit_spr,vix,sentiment,log_oil,oil,layoff_share_lag1,joblosers_share_lag1,log_claims_lag1,credit_spr_lag1,vix_lag1,cpi_infl_lag1,sentiment_lag1,log_oil_lag1,layoff_share_lag2,joblosers_share_lag2,log_claims_lag2,credit_spr_lag2,vix_lag2,cpi_infl_lag2,sentiment_lag2,log_oil_lag2,layoff_share_lag3,joblosers_share_lag3,log_claims_lag3,credit_spr_lag3,vix_lag3,cpi_infl_lag3,sentiment_lag3,log_oil_lag3,layoff_share_lag4,joblosers_share_lag4,log_claims_lag4,credit_spr_lag4,vix_lag4,cpi_infl_lag4,sentiment_lag4,log_oil_lag4
213,2007-09-01,0.12785550458715594,0.49501146788990824,2.83383,12.655235608904057,313400.0,2.0700000000000003,22.2,83.4,4.380901001386372,79.91,0.13783256880733943,0.5139678899082569,12.676076274775909,1.9800000000000004,25.03,1.89745,83.4,4.281653660527095,0.1428211009174312,0.5129701834862386,12.654756872758314,1.6500000000000004,17.27,2.31789,90.4,4.3056854014171595,0.12785550458715594,0.48603211009174313,12.660962636965861,1.6000000000000005,14.95,2.69277,85.3,4.211979438755315,0.1428211009174312,0.49501146788990824,12.625605010849773,1.6399999999999997,13.3,2.70989,88.3,4.150252194160397
214,2007-10-01,0.1448165137614679,0.5099770642201835,3.6107,12.701530792165043,328250.0,1.9500000000000002,19.12,80.9,4.4520190064939165,85.8,0.12785550458715594,0.49501146788990824,12.655235608904057,2.0700000000000003,22.2,2.83383,83.4,4.380901001386372,0.13783256880733943,0.5139678899082569,12.676076274775909,1.9800000000000004,25.03,1.89745,83.4,4.281653660527095,0.1428211009174312,0.5129701834862386,12.654756872758314,1.6500000000000004,17.27,2.31789,90.4,4.3056854014171595,0.12785550458715594,0.48603211009174313,12.660962636965861,1.6000000000000005,14.95,2.69277,85.3,4.211979438755315
215,2007-11-01,0.1368348623853211,0.5049885321100918,4.37327,12.724866438945341,336000.0,2.25,25.58,76.1,4.551452903482104,94.77,0.1448165137614679,0.5099770642201835,12.701530792165043,1.9500000000000002,19.12,3.6107,80.9,4.4520190064939165,0.12785550458715594,0.49501146788990824,12.655235608904057,2.0700000000000003,22.2,2.83383,83.4,4.380901001386372,0.13783256880733943,0.5139678899082569,12.676076274775909,1.9800000000000004,25.03,1.89745,83.4,4.281653660527095,0.1428211009174312,0.5129701834862386,12.654756872758314,1.6500000000000004,17.27,2.31789,90.4,4.3056854014171595
216,2007-12-01,0.12685779816513762,0.5049885321100918,4.10881,12.760532306316225,348200.0,2.5500000000000007,21.65,75.5,4.518413322061809,91.69,0.1368348623853211,0.5049885321100918,12.724866438945341,2.25,25.58,4.37327,76.1,4.551452903482104,0.1448165137614679,0.5099770642201835,12.701530792165043,1.9500000000000002,19.12,3.6107,80.9,4.4520190064939165,0.12785550458715594,0.49501146788990824,12.655235608904057,2.0700000000000003,22.2,2.83383,83.4,4.380901001386372,0.13783256880733943,0.5139678899082569,12.676076274775909,1.9800000000000004,25.03,1.89745,83.4,4.281653660527095
217,2008-01-01,0.14182339449541284,0.5099770642201835,4.2947,12.733017651176048,338750.0,2.8,25.82,78.4,4.532276860467767,92.97,0.12685779816513762,0.5049885321100918,12.760532306316225,2.5500000000000007,21.65,4.10881,75.5,4.518413322061809,0.1368348623853211,0.5049885321100918,12.724866438945341,2.25,25.58,4.37327,76.1,4.551452903482104,0.1448165137614679,0.5099770642201835,12.701530792165043,1.9500000000000002,19.12,3.6107,80.9,4.4520190064939165,0.12785550458715594,0.49501146788990824,12.655235608904057,2.0700000000000003,22.2,2.83383,83.4,4.380901001386372
218,2008-02-01,0.13384174311926605,0.5209518348623854,4.14296,12.756359338177077,346750.0,3.08,25.46,70.8,4.557973751157117,95.39,0.14182339449541284,0.5099770642201835,12.733017651176048,2.8,25.82,4.2947,78.4,4.532276860467767,0.12685779816513762,0.5049885321100918,12.760532306316225,2.5500000000000007,21.65,4.10881,75.5,4.518413322061809,0.1368348623853211,0.5049885321100918,12.724866438945341,2.25,25.58,4.37327,76.1,4.551452903482104,0.1448165137614679,0.5099770642201835,12.701530792165043,1.9500000000000002,19.12,3.6107,80.9,4.4520190064939165
219,2008-03-01,0.13982798165137617,0.5319266055045871,3.9749,12.803259434944207,363400.0,3.38,27.1,69.5,4.658236906924784,105.45,0.13384174311926605,0.5209518348623854,12.756359338177077,3.08,25.46,4.14296,70.8,4.557973751157117,0.14182339449541284,0.5099770642201835,12.733017651176048,2.8,25.82,4.2947,78.4,4.532276860467767,0.12685779816513762,0.5049885321100918,12.760532306316225,2.5500000000000007,21.65,4.10881,75.5,4.518413322061809,0.1368348623853211,0.5049885321100918,12.724866438945341,2.25,25.58,4.37327,76.1,4.551452903482104
220,2008-04-01,0.14581422018348622,0.5309288990825688,3.90376,12.79246945614324,359500.0,3.2899999999999996,21.56,62.6,4.7236640800358805,112.58,0.13982798165137617,0.5319266055045871,12.803259434944207,3.38,27.1,3.9749,69.5,4.658236906924784,0.13384174311926605,0.5209518348623854,12.756359338177077,3.08,25.46,4.14296,70.8,4.557973751157117,0.14182339449541284,0.5099770642201835,12.733017651176048,2.8,25.82,4.2947,78.4,4.532276860467767,0.12685779816513762,0.5049885321100918,12.760532306316225,2.5500000000000007,21.65,4.10881,75.5,4.518413322061809
221,2008-05-01,0.12785550458715594,0.5059862385321101,4.08841,12.812572019364447,366800.0,3.05,18.3,59.8,4.83150862819882,125.4,0.14581422018348622,0.5309288990825688,12.79246945614324,3.2899999999999996,21.56,3.90376,62.6,4.7236640800358805,0.13982798165137617,0.5319266055045871,12.803259434944207,3.38,27.1,3.9749,69.5,4.658236906924784,0.13384174311926605,0.5209518348623854,12.756359338177077,3.08,25.46,4.14296,70.8,4.557973751157117,0.14182339449541284,0.5099770642201835,12.733017651176048,2.8,25.82,4.2947,78.4,4.532276860467767
222,2008-06-01,0.12785550458715594,0.5119724770642202,4.93597,12.856442796734061,383250.0,2.9700000000000006,22.11,56.4,4.8969438763431254,133.88,0.12785550458715594,0.5059862385321101,12.812572019364447,3.05,18.3,4.08841,59.8,4.83150862819882,0.14581422018348622,0.5309288990825688,12.79246945614324,3.2899999999999996,21.56,3.90376,62.6,4.7236640800358805,0.13982798165137617,0.5319266055045871,12.803259434944207,3.38,27.1,3.9749,69.5,4.658236906924784,0.13384174311926605,0.5209518348623854,12.756359338177077,3.08,25.46,4.14296,70.8,4.557973751157117
223,2008-07-01,0.12087155963302751,0.5089793577981652,5.49751,12.894207284266574,398000.0,3.1500000000000004,24.32,61.2,4.8931272206343035,133.37,0.12785550458715594,0.5119724770642202,12.856442796734061,2.9700000000000006,22.11,4.93597,56.4,4.8969438763431254,0.12785550458715594,0.5059862385321101,12.812572019364447,3.05,18.3,4.08841,59.8,4.83150862819882,0.14581422018348622,0.5309288990825688,12.79246945614324,3.2899999999999996,21.56,3.90376,62.6,4.7236640800358805,0.13982798165137617,0.5319266055045871,12.803259434944207,3.38,27.1,3.9749,69.5,4.658236906924784
224,2008-08-01,0.1328440366972477,0.5239449541284403,5.30802,12.978493006984626,433000.0,3.2600000000000002,20.7,63.0,4.759349436835766,116.67,0.12087155963302751,0.5089793577981652,12.894207284266574,3.1500000000000004,24.32,5.49751,61.2,4.8931272206343035,0.12785550458715594,0.5119724770642202,12.856442796734061,2.9700000000000006,22.11,4.93597,56.4,4.8969438763431254,0.12785550458715594,0.5059862385321101,12.812572019364447,3.05,18.3,4.08841,59.8,4.83150862819882,0.14581422018348622,0.5309288990825688,12.79246945614324,3.2899999999999996,21.56,3.90376,62.6,4.7236640800358805
225,2008-09-01,0.13982798165137617,0.5438990825688074,4.95332,13.047639831208393,464000.0,3.6199999999999997,30.24,70.3,4.645448032486661,104.11,0.1328440366972477,0.5239449541284403,12.978493006984626,3.2600000000000002,20.7,5.30802,63.0,4.759349436835766,0.12087155963302751,0.5089793577981652,12.894207284266574,3.1500000000000004,24.32,5.49751,61.2,4.8931272206343035,0.12785550458715594,0.5119724770642202,12.856442796734061,2.9700000000000006,22.11,4.93597,56.4,4.8969438763431254,0.12785550458715594,0.5059862385321101,12.812572019364447,3.05,18.3,4.08841,59.8,4.83150862819882
226,2008-10-01,0.13184633027522935,0.5658486238532111,3.73106,13.071596260350676,475250.0,5.07,61.18,57.6,4.33872761652873,76.61,0.13982798165137617,0.5438990825688074,13.047639831208393,3.6199999999999997,30.24,4.95332,70.3,4.645448032486661,0.1328440366972477,0.5239449541284403,12.978493006984626,3.2600000000000002,20.7,5.30802,63.0,4.759349436835766,0.12087155963302751,0.5089793577981652,12.894207284266574,3.1500000000000004,24.32,5.49751,61.2,4.8931272206343035,0.12785550458715594,0.5119724770642202,12.856442796734061,2.9700000000000006,22.11,4.93597,56.4,4.8969438763431254
227,2008-11-01,0.1348394495412844,0.5868004587155964,1.09992,13.161199401189528,519800.0,5.6800000000000015,62.67,55.3,4.048475128563646,57.31,0.13184633027522935,0.5658486238532111,13.071596260350676,5.07,61.18,3.73106,57.6,4.33872761652873,0.13982798165137617,0.5438990825688074,13.047639831208393,3.6199999999999997,30.24,4.95332,70.3,4.645448032486661,0.1328440366972477,0.5239449541284403,12.978493006984626,3.2600000000000002,20.7,5.30802,63.0,4.759349436835766,0.12087155963302751,0.5089793577981652,12.894207284266574,3.1500000000000004,24.32,5.49751,61.2,4.8931272206343035
228,2008-12-01,0.1348394495412844,0.5897935779816513,-0.02223,13.242809530480196,564000.0,6.01,52.41,60.1,3.7164946211469094,41.12,0.1348394495412844,0.5868004587155964,13.161199401189528,5.6800000000000015,62.67,1.09992,55.3,4.048475128563646,0.13184633027522935,0.5658486238532111,13.071596260350676,5.07,61.18,3.73106,57.6,4.33872761652873,0.13982798165137617,0.5438990825688074,13.047639831208393,3.6199999999999997,30.24,4.95332,70.3,4.645448032486661,0.1328440366972477,0.5239449541284403,12.978493006984626,3.2600000000000002,20.7,5.30802,63.0,4.759349436835766
229,2009-01-01,0.12586009174311927,0.6237155963302752,-0.11359,13.256894270361935,572000.0,5.620000000000001,44.68,61.2,3.730740908208854,41.71,0.1348394495412844,0.5897935779816513,13.242809530480196,6.01,52.41,-0.02223,60.1,3.7164946211469094,0.1348394495412844,0.5868004587155964,13.161199401189528,5.6800000000000015,62.67,1.09992,55.3,4.048475128563646,0.13184633027522935,0.5658486238532111,13.071596260350676,5.07,61.18,3.73106,57.6,4.33872761652873,0.13982798165137617,0.5438990825688074,13.047639831208393,3.6199999999999997,30.24,4.95332,70.3,4.645448032486661
230,2009-02-01,0.11887614678899083,0.6287041284403669,0.00846,13.37545400508649,644000.0,5.21,45.57,56.3,3.6658666798048634,39.09,0.12586009174311927,0.6237155963302752,13.256894270361935,5.620000000000001,44.68,-0.11359,61.2,3.730740908208854,0.1348394495412844,0.5897935779816513,13.242809530480196,6.01,52.41,-0.02223,60.1,3.7164946211469094,0.1348394495412844,0.5868004587155964,13.161199401189528,5.6800000000000015,62.67,1.09992,55.3,4.048475128563646,0.13184633027522935,0.5658486238532111,13.071596260350676,5.07,61.18,3.73106,57.6,4.33872761652873
231,2009-03-01,0.12186926605504586,0.6406766055045872,-0.44648,13.398858104215533,659250.0,5.6,44.8,57.3,3.869950229006238,47.94,0.11887614678899083,0.6287041284403669,13.37545400508649,5.21,45.57,0.00846,56.3,3.6658666798048634,0.12586009174311927,0.6237155963302752,13.256894270361935,5.620000000000001,44.68,-0.11359,61.2,3.730740908208854,0.1348394495412844,0.5897935779816513,13.242809530480196,6.01,52.41,-0.02223,60.1,3.7164946211469094,0.1348394495412844,0.5868004587155964,13.161199401189528,5.6800000000000015,62.67,1.09992,55.3,4.048475128563646
232,2009-04-01,0.12286697247706423,0.6476605504587156,-0.57632,13.349897277019831,627750.0,5.460000000000001,38.06,65.1,3.9049983904911816,49.65,0.12186926605504586,0.6406766055045872,13.398858104215533,5.6,44.8,-0.44648,57.3,3.869950229006238,0.11887614678899083,0.6287041284403669,13.37545400508649,5.21,45.57,0.00846,56.3,3.6658666798048634,0.12586009174311927,0.6237155963302752,13.256894270361935,5.620000000000001,44.68,-0.11359,61.2,3.730740908208854,0.1348394495412844,0.5897935779816513,13.242809530480196,6.01,52.41,-0.02223,60.1,3.7164946211469094
233,2009-05-01,0.12486238532110092,0.6496559633027523,-1.01576,13.324487561494463,612000.0,4.7700000000000005,31.98,68.7,4.078045789252598,59.03,0.12286697247706423,0.6476605504587156,13.349897277019831,5.460000000000001,38.06,-0.57632,65.1,3.9049983904911816,0.12186926605504586,0.6406766055045872,13.398858104215533,5.6,44.8,-0.44648,57.3,3.869950229006238,0.11887614678899083,0.6287041284403669,13.37545400508649,5.21,45.57,0.00846,56.3,3.6658666798048634,0.12586009174311927,0.6237155963302752,13.256894270361935,5.620000000000001,44.68,-0.11359,61.2,3.730740908208854
234,2009-06-01,0.11787844036697247,0.648658256880734,-1.22917,13.30176400577062,598250.0,3.78,29.14,70.8,4.243339114899988,69.64,0.12486238532110092,0.6496559633027523,13.324487561494463,4.7700000000000005,31.98,-1.01576,68.7,4.078045789252598,0.12286697247706423,0.6476605504587156,13.349897277019831,5.460000000000001,38.06,-0.57632,65.1,3.9049983904911816,0.12186926605504586,0.6406766055045872,13.398858104215533,5.6,44.8,-0.44648,57.3,3.869950229006238,0.11887614678899083,0.6287041284403669,13.37545400508649,5.21,45.57,0.00846,56.3,3.6658666798048634
235,2009-07-01,0.11787844036697247,0.6466628440366973,-1.95876,13.247232359450198,566500.0,3.53,26.16,66.0,4.161224091061645,64.15,0.11787844036697247,0.648658256880734,13.30176400577062,3.78,29.14,-1.22917,70.8,4.243339114899988,0.12486238532110092,0.6496559633027523,13.324487561494463,4.7700000000000005,31.98,-1.01576,68.7,4.078045789252598,0.12286697247706423,0.6476605504587156,13.349897277019831,5.460000000000001,38.06,-0.57632,65.1,3.9049983904911816,0.12186926605504586,0.6406766055045872,13.398858104215533,5.6,44.8,-0.44648,57.3,3.869950229006238
236,2009-08-01,0.1118922018348624,0.648658256880734,-1.48384,13.234262469901738,559200.0,2.99,25.34,65.7,4.2632430986839145,71.04,0.11787844036697247,0.6466628440366973,13.247232359450198,3.53,26.16,-1.95876,66.0,4.161224091061645,0.11787844036697247,0.648658256880734,13.30176400577062,3.78,29.14,-1.22917,70.8,4.243339114899988,0.12486238532110092,0.6496559633027523,13.324487561494463,4.7700000000000005,31.98,-1.01576,68.7,4.078045789252598,0.12286697247706423,0.6476605504587156,13.349897277019831,5.460000000000001,38.06,-0.57632,65.1,3.9049983904911816
237,2009-09-01,0.12486238532110092,0.6526490825688074,-1.37794,13.213117740672793,547500.0,2.9099999999999997,24.93,73.5,4.2400309493514925,69.41,0.1118922018348624,0.648658256880734,13.234262469901738,2.99,25.34,-1.48384,65.7,4.2632430986839145,0.11787844036697247,0.6466628440366973,13.247232359450198,3.53,26.16,-1.95876,66.0,4.161224091061645,0.11787844036697247,0.648658256880734,13.30176400577062,3.78,29.14,-1.22917,70.8,4.243339114899988,0.12486238532110092,0.6496559633027523,13.324487561494463,4.7700000000000005,31.98,-1.01576,68.7,4.078045789252598
238,2009-10-01,0.10989678899082568,0.6466628440366973,-0.22397,13.171915156233576,525400.0,2.9,24.25,70.6,4.327042326341122,75.72,0.12486238532110092,0.6526490825688074,13.213117740672793,2.9099999999999997,24.93,-1.37794,73.5,4.2400309493514925,0.1118922018348624,0.648658256880734,13.234262469901738,2.99,25.34,-1.48384,65.7,4.2632430986839145,0.11787844036697247,0.6466628440366973,13.247232359450198,3.53,26.16,-1.95876,66.0,4.161224091061645,0.11787844036697247,0.648658256880734,13.30176400577062,3.78,29.14,-1.22917,70.8,4.243339114899988
239,2009-11-01,0.10091743119266056,0.6386811926605506,1.91459,13.110290796170059,494000.0,2.9200000000000004,23.79,67.4,4.356580613342406,77.99,0.10989678899082568,0.6466628440366973,13.171915156233576,2.9,24.25,-0.22397,70.6,4.327042326341122,0.12486238532110092,0.6526490825688074,13.213117740672793,2.9099999999999997,24.93,-1.37794,73.5,4.2400309493514925,0.1118922018348624,0.648658256880734,13.234262469901738,2.99,25.34,-1.48384,65.7,4.2632430986839145,0.11787844036697247,0.6466628440366973,13.247232359450198,3.53,26.16,-1.95876,66.0,4.161224091061645
240,2009-12-01,0.09991972477064222,0.6336926605504588,2.81412,13.092934566713517,485500.0,2.7800000000000002,21.24,72.5,4.310396359722554,74.47,0.10091743119266056,0.6386811926605506,13.110290796170059,2.9200000000000004,23.79,1.91459,67.4,4.356580613342406,0.10989678899082568,0.6466628440366973,13.171915156233576,2.9,24.25,-0.22397,70.6,4.327042326341122,0.12486238532110092,0.6526490825688074,13.213117740672793,2.9099999999999997,24.93,-1.37794,73.5,4.2400309493514925,0.1118922018348624,0.648658256880734,13.234262469901738,2.99,25.34,-1.48384,65.7,4.2632430986839145
241,2010-01-01,0.09792431192660549,0.6187270642201834,2.62111,13.081124629387732,479800.0,2.52,20.64,74.4,4.360930671379148,78.33,0.09991972477064222,0.6336926605504588,13.092934566713517,2.7800000000000002,21.24,2.81412,72.5,4.310396359722554,0.10091743119266056,0.6386811926605506,13.110290796170059,2.9200000000000004,23.79,1.91459,67.4,4.356580613342406,0.10989678899082568,0.6466628440366973,13.171915156233576,2.9,24.25,-0.22397,70.6,4.327042326341122,0.12486238532110092,0.6526490825688074,13.213117740672793,2.9099999999999997,24.93,-1.37794,73.5,4.2400309493514925
242,2010-02-01,0.10490825688073395,0.6336926605504588,2.15134,13.093449367239687,485750.0,2.65,22.54,73.6,4.335851797553269,76.39,0.09792431192660549,0.6187270642201834,13.081124629387732,2.52,20.64,2.62111,74.4,4.360930671379148,0.09991972477064222,0.6336926605504588,13.092934566713517,2.7800000000000002,21.24,2.81412,72.5,4.310396359722554,0.10091743119266056,0.6386811926605506,13.110290796170059,2.9200000000000004,23.79,1.91459,67.4,4.356580613342406,0.10989678899082568,0.6466628440366973,13.171915156233576,2.9,24.25,-0.22397,70.6,4.327042326341122
243,2010-03-01,0.11089449541284405,0.6297018348623854,2.28617,13.061019747163277,470250.0,2.5399999999999996,17.77,73.6,4.396915247167632,81.2,0.10490825688073395,0.6336926605504588,13.093449367239687,2.65,22.54,2.15134,73.6,4.335851797553269,0.09792431192660549,0.6187270642201834,13.081124629387732,2.52,20.64,2.62111,74.4,4.360930671379148,0.09991972477064222,0.6336926605504588,13.092934566713517,2.7800000000000002,21.24,2.81412,72.5,4.310396359722554,0.10091743119266056,0.6386811926605506,13.110290796170059,2.9200000000000004,23.79,1.91459,67.4,4.356580613342406
244,2010-04-01,0.09193807339449542,0.61473623853211,2.20677,13.058358047428417,469000.0,2.4,17.42,72.2,4.434263234009391,84.29,0.11089449541284405,0.6297018348623854,13.061019747163277,2.5399999999999996,17.77,2.28617,73.6,4.396915247167632,0.10490825688073395,0.6336926605504588,13.093449367239687,2.65,22.54,2.15134,73.6,4.335851797553269,0.09792431192660549,0.6187270642201834,13.081124629387732,2.52,20.64,2.62111,74.4,4.360930671379148,0.09991972477064222,0.6336926605504588,13.092934566713517,2.7800000000000002,21.24,2.81412,72.5,4.310396359722554
245,2010-05-01,0.09991972477064222,0.6237155963302752,2.00355,13.037676569237135,459400.0,2.63,31.93,73.6,4.300545392805998,73.74,0.09193807339449542,0.61473623853211,13.058358047428417,2.4,17.42,2.20677,72.2,4.434263234009391,0.11089449541284405,0.6297018348623854,13.061019747163277,2.5399999999999996,17.77,2.28617,73.6,4.396915247167632,0.10490825688073395,0.6336926605504588,13.093449367239687,2.65,22.54,2.15134,73.6,4.335851797553269,0.09792431192660549,0.6187270642201834,13.081124629387732,2.52,20.64,2.62111,74.4,4.360930671379148
246,2010-06-01,0.09493119266055046,0.6277064220183486,1.12156,13.0400681346775,460500.0,3.0300000000000002,29.92,76.0,4.322011202263895,75.34,0.09991972477064222,0.6237155963302752,13.037676569237135,2.63,31.93,2.00355,73.6,4.300545392805998,0.09193807339449542,0.61473623853211,13.058358047428417,2.4,17.42,2.20677,72.2,4.434263234009391,0.11089449541284405,0.6297018348623854,13.061019747163277,2.5399999999999996,17.77,2.28617,73.6,4.396915247167632,0.10490825688073395,0.6336926605504588,13.093449367239687,2.65,22.54,2.15134,73.6,4.335851797553269
247,2010-07-01,0.08295871559633027,0.6207224770642201,1.34078,13.037241123987494,459200.0,3.0,25.57,67.8,4.334935027140031,76.32,0.09493119266055046,0.6277064220183486,13.0400681346775,3.0300000000000002,29.92,1.12156,76.0,4.322011202263895,0.09991972477064222,0.6237155963302752,13.037676569237135,2.63,31.93,2.00355,73.6,4.300545392805998,0.09193807339449542,0.61473623853211,13.058358047428417,2.4,17.42,2.20677,72.2,4.434263234009391,0.11089449541284405,0.6297018348623854,13.061019747163277,2.5399999999999996,17.77,2.28617,73.6,4.396915247167632
248,2010-08-01,0.09991972477064222,0.6227178899082568,1.15018,13.071070083016778,475000.0,2.96,24.75,68.9,4.338597076746545,76.6,0.08295871559633027,0.6207224770642201,13.037241123987494,3.0,25.57,1.34078,67.8,4.334935027140031,0.09493119266055046,0.6277064220183486,13.0400681346775,3.0300000000000002,29.92,1.12156,76.0,4.322011202263895,0.09991972477064222,0.6237155963302752,13.037676569237135,2.63,31.93,2.00355,73.6,4.300545392805998,0.09193807339449542,0.61473623853211,13.058358047428417,2.4,17.42,2.20677,72.2,4.434263234009391
249,2010-09-01,0.09293577981651376,0.6277064220183486,1.11831,13.024750548537328,453500.0,3.0100000000000002,22.52,68.2,4.32068300443283,75.24,0.09991972477064222,0.6227178899082568,13.071070083016778,2.96,24.75,1.15018,68.9,4.338597076746545,0.08295871559633027,0.6207224770642201,13.037241123987494,3.0,25.57,1.34078,67.8,4.334935027140031,0.09493119266055046,0.6277064220183486,13.0400681346775,3.0300000000000002,29.92,1.12156,76.0,4.322011202263895,0.09991972477064222,0.6237155963302752,13.037676569237135,2.63,31.93,2.00355,73.6,4.300545392805998
250,2010-10-01,0.08894495412844038,0.6127408256880733,1.1667,13.009866346177184,446800.0,3.1799999999999997,20.37,67.7,4.405376883282097,81.89,0.09293577981651376,0.6277064220183486,13.024750548537328,3.0100000000000002,22.52,1.11831,68.2,4.32068300443283,0.09991972477064222,0.6227178899082568,13.071070083016778,2.96,24.75,1.15018,68.9,4.338597076746545,0.08295871559633027,0.6207224770642201,13.037241123987494,3.0,25.57,1.34078,67.8,4.334935027140031,0.09493119266055046,0.6277064220183486,13.0400681346775,3.0300000000000002,29.92,1.12156,76.0,4.322011202263895
251,2010-11-01,0.09692660550458715,0.6297018348623854,1.08454,12.962781307579863,426250.0,3.16,20.1,71.6,4.433788569232471,84.25,0.08894495412844038,0.6127408256880733,13.009866346177184,3.1799999999999997,20.37,1.1667,67.7,4.405376883282097,0.09293577981651376,0.6277064220183486,13.024750548537328,3.0100000000000002,22.52,1.11831,68.2,4.32068300443283,0.09991972477064222,0.6227178899082568,13.071070083016778,2.96,24.75,1.15018,68.9,4.338597076746545,0.08295871559633027,0.6207224770642201,13.037241123987494,3.0,25.57,1.34078,67.8,4.334935027140031
252,2010-12-01,0.09592889908256881,0.611743119266055,1.43779,12.948605051270862,420250.0,2.8099999999999996,17.57,74.5,4.49032034430915,89.15,0.09692660550458715,0.6297018348623854,12.962781307579863,3.16,20.1,1.08454,71.6,4.433788569232471,0.08894495412844038,0.6127408256880733,13.009866346177184,3.1799999999999997,20.37,1.1667,67.7,4.405376883282097,0.09293577981651376,0.6277064220183486,13.024750548537328,3.0100000000000002,22.52,1.11831,68.2,4.32068300443283,0.09991972477064222,0.6227178899082568,13.071070083016778,2.96,24.75,1.15018,68.9,4.338597076746545
253,2011-01-01,0.08794724770642201,0.6007683486238532,1.70078,12.964070798409736,426800.0,2.6999999999999997,17.32,74.2,4.490544660146788,89.17,0.09592889908256881,0.611743119266055,12.948605051270862,2.8099999999999996,17.57,1.43779,74.5,4.49032034430915,0.09692660550458715,0.6297018348623854,12.962781307579863,3.16,20.1,1.08454,71.6,4.433788569232471,0.08894495412844038,0.6127408256880733,13.009866346177184,3.1799999999999997,20.37,1.1667,67.7,4.405376883282097,0.09293577981651376,0.6277064220183486,13.024750548537328,3.0100000000000002,22.52,1.11831,68.2,4.32068300443283
254,2011-02-01,0.09493119266055046,0.6017660550458716,2.1249,12.902962812368953,401500.0,2.5700000000000003,17.43,77.5,4.483906098495052,88.58,0.08794724770642201,0.6007683486238532,12.964070798409736,2.6999999999999997,17.32,1.70078,74.2,4.490544660146788,0.09592889908256881,0.611743119266055,12.948605051270862,2.8099999999999996,17.57,1.43779,74.5,4.49032034430915,0.09692660550458715,0.6297018348623854,12.962781307579863,3.16,20.1,1.08454,71.6,4.433788569232471,0.08894495412844038,0.6127408256880733,13.009866346177184,3.1799999999999997,20.37,1.1667,67.7,4.405376883282097
255,2011-03-01,0.09094036697247707,0.6027637614678899,2.61924,12.91410843858387,406000.0,2.62,20.72,67.5,4.63336884034677,102.86,0.09493119266055046,0.6017660550458716,12.902962812368953,2.5700000000000003,17.43,2.1249,77.5,4.483906098495052,0.08794724770642201,0.6007683486238532,12.964070798409736,2.6999999999999997,17.32,1.70078,74.2,4.490544660146788,0.09592889908256881,0.611743119266055,12.948605051270862,2.8099999999999996,17.57,1.43779,74.5,4.49032034430915,0.09692660550458715,0.6297018348623854,12.962781307579863,3.16,20.1,1.08454,71.6,4.433788569232471
256,2011-04-01,0.09293577981651376,0.5937844036697247,3.07723,12.949437542250736,420600.0,2.5599999999999996,16.24,69.8,4.696198484335655,109.53,0.09094036697247707,0.6027637614678899,12.91410843858387,2.62,20.72,2.61924,67.5,4.63336884034677,0.09493119266055046,0.6017660550458716,12.902962812368953,2.5700000000000003,17.43,2.1249,77.5,4.483906098495052,0.08794724770642201,0.6007683486238532,12.964070798409736,2.6999999999999997,17.32,1.70078,74.2,4.490544660146788,0.09592889908256881,0.611743119266055,12.948605051270862,2.8099999999999996,17.57,1.43779,74.5,4.49032034430915
257,2011-05-01,0.09094036697247707,0.5997706422018348,3.45897,12.953944725779365,422500.0,2.6100000000000003,16.91,74.3,4.6141299273595635,100.9,0.09293577981651376,0.5937844036697247,12.949437542250736,2.5599999999999996,16.24,3.07723,69.8,4.696198484335655,0.09094036697247707,0.6027637614678899,12.91410843858387,2.62,20.72,2.61924,67.5,4.63336884034677,0.09493119266055046,0.6017660550458716,12.902962812368953,2.5700000000000003,17.43,2.1249,77.5,4.483906098495052,0.08794724770642201,0.6007683486238532,12.964070798409736,2.6999999999999997,17.32,1.70078,74.2,4.490544660146788
258,2011-06-01,0.08595183486238532,0.5877981651376146,3.50232,12.94383461884907,418250.0,2.75,19.15,71.5,4.567052863874963,96.26,0.09094036697247707,0.5997706422018348,12.953944725779365,2.6100000000000003,16.91,3.45897,74.3,4.6141299273595635,0.09293577981651376,0.5937844036697247,12.949437542250736,2.5599999999999996,16.24,3.07723,69.8,4.696198484335655,0.09094036697247707,0.6027637614678899,12.91410843858387,2.62,20.72,2.61924,67.5,4.63336884034677,0.09493119266055046,0.6017660550458716,12.902962812368953,2.5700000000000003,17.43,2.1249,77.5,4.483906098495052
259,2011-07-01,0.08694954128440366,0.5917889908256881,3.57988,12.930233879619289,412600.0,2.76,19.23,63.7,4.577798989191959,97.3,0.08595183486238532,0.5877981651376146,12.94383461884907,2.75,19.15,3.50232,71.5,4.567052863874963,0.09094036697247707,0.5997706422018348,12.953944725779365,2.6100000000000003,16.91,3.45897,74.3,4.6141299273595635,0.09293577981651376,0.5937844036697247,12.949437542250736,2.5599999999999996,16.24,3.07723,69.8,4.696198484335655,0.09094036697247707,0.6027637614678899,12.91410843858387,2.62,20.72,2.61924,67.5,4.63336884034677
